caminho_imagem,WhiteBalance,SubSecTime,ApertureValue,ExifToolVersion,FileName,BuildNumber,ImageDescription,Directory,ThumbnailLength,FileType,Make,ExifImageHeight,DateTimeOriginal,DriveMode,SubSecModifyDate,FlashpixVersion,RecommendedExposureIndex,FileCreateDate,FileModifyDate,ImageWidth,InteropVersion,MeteringMode,SubSecTimeOriginal,BitsPerSample,SceneCaptureType,Model,Compression,SubSecCreateDate,ThumbnailImage,LightValue,FileAccessDate,ExposureCompensation,SensitivityType,InteropIndex,YCbCrSubSampling,ExifVersion,ImageSize,ColorSpace,ThumbnailOffset,FileTypeExtension,ShutterSpeedValue,FilePermissions,ImageHeight,Sensor,FileSize,ShutterSpeed,YCbCrPositioning,ExposureProgram,FNumber,BrightnessValue,SourceFile,SceneType,MIMEType,SensingMethod,ExifByteOrder,CreateDate,ISO,Megapixels,MaxApertureValue,ColorComponents,ZoneIdentifier,FocalLength,ManufactureDate,Orientation,EncodingProcess,XResolution,SubSecTimeDigitized,LightSource,Flash,ExposureMode,ExposureTime,FocalLengthIn35mmFormat,ResolutionUnit,Software,FocalLength35efl,ExifImageWidth,SubSecDateTimeOriginal,ComponentsConfiguration,YResolution,CustomRendered,Warning,Aperture,DigitalZoomRatio,caminho_imagem,ModifyDate
C:\Users\Danie\OneDrive\Área de Trabalho\LAB GPSI\qual a melhor bib de exif\fotos\IMG_20240305_164204146.jpg,Auto,458,1.9,12.79,IMG_20240305_164204146.jpg,,,C:/Users/Danie/OneDrive/?rea de Trabalho/LAB GPSI/qual a melhor bib de exif/fotos,60032,JPEG,motorola,1800,2024:03:05 16:42:04,HAL-Frame-Stack-State-Machine,2024:03:05 16:42:04.458,0100,0,2024:03:17 00:40:23-03:00,2024:03:05 19:27:50-03:00,4000,0100,Center-weighted average,458,8,Standard,motorola edge 20 lite,JPEG (old-style),2024:03:05 16:42:04.458,"(Binary data 60032 bytes, use -b option to extract)",5.6,2024:03:17 00:40:28-03:00,0,Unknown,R98 - DCF basic file (sRGB),YCbCr4:2:0 (2 2),0220,4000x1800,sRGB,5376,jpg,1,-rw-rw-rw-,1800,mot_s5khm2_mipi_raw,4.0 MB,1/60,Co-sited,Not Defined,1.9,0,C:/Users/Danie/OneDrive/?rea de Trabalho/LAB GPSI/qual a melhor bib de exif/fotos/IMG_20240305_164204146.jpg,Directly photographed,image/jpeg,Not defined,"Little-endian (Intel, II)",2024:03:05 16:42:04,447,7.2,1.0,3,Exists,5.9 mm,2021/12/11,Horizontal (normal),"Baseline DCT, Huffman coding",72,458,Other,No Flash,Auto,1/60,0 mm,inches,,5.9 mm,4000,2024:03:05 16:42:04.458,"Y, Cb, Cr, -",72,Scene: HAL_FRAME_STACK,FileName encoding not specified,1.9,1,C:\Users\Danie\OneDrive\Área de Trabalho\LAB GPSI\qual a melhor bib de exif\fotos\IMG_20240305_164204146.jpg,2024:03:05 16:42:04
